,loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
987,988,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,30800000,11100000, Approved
2653,2654,2, Not Graduate, No,4400000,14200000,18,799,6300000,7800000,10800000,2400000, Approved
2176,2177,3, Graduate, Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000, Approved
3552,3553,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000, Approved
3372,3373,4, Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000, Approved
3431,3432,4, Graduate, No,400000,1400000,18,827,-100000,0,900000,600000, Approved
2090,2091,4, Graduate, Yes,300000,1100000,4,457,700000,100000,1100000,400000, Approved
2326,2327,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000, Approved
3456,3457,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000, Approved
593,594,4, Graduate, No,600000,1800000,6,851,100000,1100000,2100000,800000, Approved
3787,3788,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000, Approved
3619,3620,4, Graduate, Yes,900000,2800000,2,660,1200000,1400000,2400000,900000, Approved
1975,1976,4, Not Graduate, No,4700000,10300000,12,710,7500000,7700000,16900000,6600000, Approved
1270,1271,1, Not Graduate, Yes,3500000,11600000,10,898,3100000,2700000,9000000,4500000, Approved
2609,2610,4, Graduate, No,5800000,12000000,12,811,9400000,8800000,14200000,3100000, Approved
4085,4086,5, Not Graduate, No,5900000,16400000,12,891,10200000,10400000,19600000,4700000, Approved
3491,3492,2, Not Graduate, No,8100000,17500000,4,674,10800000,12700000,23200000,9300000, Approved
13,14,2, Graduate, Yes,9100000,31500000,14,679,10800000,16600000,20900000,5000000, Approved
1591,1592,1, Graduate, No,9500000,23000000,10,627,28500000,11500000,21700000,9100000, Approved
3313,3314,0, Graduate, No,7500000,23000000,14,725,8900000,4800000,20200000,7100000, Approved
3100,3101,3, Not Graduate, No,2800000,10600000,4,860,5200000,4700000,6700000,2900000, Approved
1119,1120,0, Not Graduate, Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000, Approved
2916,2917,3, Not Graduate, Yes,500000,1700000,4,824,500000,600000,1400000,400000, Approved
1468,1469,3, Not Graduate, Yes,9500000,25500000,12,881,27000000,14100000,21600000,8900000, Approved
961,962,4, Graduate, Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000, Approved
3187,3188,1, Graduate, No,8100000,29600000,4,672,8200000,5100000,21100000,5400000, Approved
1381,1382,5, Graduate, Yes,1500000,4900000,6,618,3400000,1000000,3200000,900000, Approved
1097,1098,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000, Approved
1051,1052,0, Graduate, No,1900000,6800000,4,782,100000,3400000,4900000,2400000, Approved
403,404,4, Not Graduate, Yes,200000,700000,10,672,200000,200000,300000,300000, Approved
4118,4119,2, Graduate, No,2200000,8300000,6,596,4700000,3000000,8500000,1800000, Approved
3520,3521,3, Not Graduate, No,6900000,22700000,4,650,900000,13400000,15500000,6400000, Approved
1378,1379,1, Graduate, Yes,7900000,29200000,2,663,19600000,12100000,28600000,10100000, Approved
2715,2716,4, Graduate, Yes,9100000,28400000,12,808,25800000,11800000,19300000,9700000, Approved
1246,1247,1, Graduate, Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000, Approved
4081,4082,2, Not Graduate, Yes,4400000,16800000,4,307,12800000,7200000,9700000,5800000, Approved
4174,4175,4, Not Graduate, No,4000000,15100000,8,800,8700000,6900000,12200000,4400000, Approved
1570,1571,3, Graduate, No,2900000,11500000,16,843,2300000,2600000,10700000,4300000, Approved
1896,1897,5, Not Graduate, Yes,4200000,11200000,2,758,5300000,6500000,9600000,3800000, Approved
2314,2315,4, Graduate, No,7200000,23100000,12,632,4600000,8500000,19400000,4400000, Approved
3159,3160,3, Graduate, No,8400000,31100000,18,599,20600000,14100000,20500000,8500000, Approved
3582,3583,5, Not Graduate, Yes,7100000,21500000,4,557,8900000,8000000,26400000,4000000, Approved
964,965,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,8100000,2100000, Approved
2188,2189,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000, Approved
3677,3678,3, Not Graduate, Yes,5600000,20900000,14,649,4000000,10700000,13000000,8200000, Approved
1309,1310,4, Graduate, Yes,8500000,18600000,10,597,16600000,3200000,21000000,11600000, Approved
548,549,1, Not Graduate, No,1900000,4900000,20,647,4100000,2100000,6800000,1700000, Approved
1693,1694,1, Not Graduate, No,2200000,5200000,14,682,2600000,600000,6100000,1800000, Approved
232,233,0, Not Graduate, Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000, Approved
1625,1626,2, Not Graduate, Yes,9900000,33200000,4,465,26300000,17000000,24400000,5000000, Approved
455,456,0, Not Graduate, No,6000000,12400000,2,608,3000000,2100000,17900000,6800000, Approved
1463,1464,2, Not Graduate, Yes,400000,1400000,2,480,200000,700000,1600000,200000, Approved
2397,2398,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000, Approved
2615,2616,4, Not Graduate, No,700000,2100000,14,619,1900000,700000,2400000,1000000, Approved
3672,3673,4, Not Graduate, No,7600000,20800000,12,775,1900000,13600000,19200000,6400000, Approved
693,694,0, Graduate, No,9200000,25400000,2,783,25400000,2000000,19600000,12400000, Approved
3544,3545,2, Not Graduate, Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000, Approved
3774,3775,1, Graduate, No,3200000,7600000,4,592,3000000,1400000,8100000,4700000, Approved
3551,3552,3, Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000, Approved
2945,2946,1, Not Graduate, Yes,8500000,26200000,8,811,22800000,6400000,32500000,12700000, Approved
622,623,4, Graduate, Yes,5300000,19200000,4,655,14200000,6900000,17800000,3900000, Approved
3896,3897,0, Graduate, Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000, Approved
694,695,3, Not Graduate, No,5700000,19400000,2,335,7400000,10600000,20600000,7100000, Approved
1918,1919,5, Graduate, No,3700000,14000000,2,469,3800000,600000,8000000,2800000, Approved
4243,4244,0, Not Graduate, Yes,1600000,3400000,8,867,-100000,2700000,4300000,1300000, Approved
2300,2301,1, Graduate, No,9800000,26900000,18,792,15900000,14100000,25200000,11900000, Approved
1387,1388,5, Not Graduate, Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000, Approved
679,680,0, Not Graduate, Yes,900000,3600000,10,683,1400000,700000,3500000,400000, Approved
2138,2139,3, Not Graduate, Yes,6600000,25200000,20,598,13100000,3600000,20700000,8600000, Approved
1464,1465,5, Graduate, Yes,4400000,17300000,20,840,3600000,5100000,12900000,2300000, Approved
2292,2293,1, Not Graduate, No,7200000,15000000,10,677,10600000,3900000,24500000,4100000, Approved
3382,3383,3, Graduate, No,3400000,10900000,14,757,5400000,1600000,7700000,3000000, Approved
2351,2352,1, Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000, Approved
2990,2991,1, Not Graduate, No,3100000,6600000,20,837,4000000,4200000,12300000,4300000, Approved
1376,1377,2, Graduate, Yes,1400000,4600000,4,804,1900000,2200000,5200000,700000, Approved
565,566,3, Graduate, Yes,3900000,14000000,18,829,5200000,4000000,11600000,2700000, Approved
3872,3873,0, Graduate, No,8800000,17500000,4,848,25400000,8200000,31600000,5100000, Approved
3562,3563,0, Graduate, Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000, Approved
1103,1104,3, Graduate, No,2700000,7800000,14,870,5400000,5300000,5700000,2100000, Approved
1960,1961,2, Graduate, Yes,4900000,12600000,2,767,1100000,7400000,13000000,3800000, Approved
171,172,0, Not Graduate, No,1900000,4100000,18,801,400000,800000,4800000,1200000, Approved
1928,1929,0, Graduate, No,1500000,5600000,18,604,2000000,2400000,4400000,1800000, Approved
2122,2123,2, Graduate, No,4700000,17700000,14,675,5800000,7200000,13100000,6500000, Approved
1334,1335,3, Graduate, Yes,500000,1700000,4,640,400000,700000,1300000,200000, Approved
1725,1726,3, Not Graduate, Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000, Approved
1345,1346,1, Graduate, No,1200000,3400000,20,717,3100000,1500000,2500000,900000, Approved
3348,3349,4, Graduate, No,1400000,2700000,18,703,600000,1300000,5400000,900000, Approved
4015,4016,4, Graduate, No,1000000,3900000,10,701,2200000,1000000,4000000,900000, Approved
2695,2696,5, Graduate, No,2800000,11000000,12,753,3900000,4600000,10700000,2400000, Approved
1450,1451,5, Graduate, Yes,2600000,8600000,18,651,1000000,100000,7800000,2600000, Approved
376,377,5, Graduate, Yes,7700000,16800000,20,584,8600000,4800000,23400000,8000000, Approved
1623,1624,5, Not Graduate, No,6500000,23300000,12,790,600000,9700000,15500000,9500000, Approved
3089,3090,3, Not Graduate, No,9500000,22200000,8,571,4400000,8600000,24400000,10500000, Approved
2664,2665,0, Not Graduate, No,800000,2900000,2,439,100000,900000,2700000,1200000, Approved
3775,3776,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000, Approved
2939,2940,1, Graduate, Yes,7000000,20300000,18,726,11600000,13100000,17100000,9000000, Approved
4229,4230,3, Graduate, No,7500000,22200000,8,741,6600000,6900000,17600000,11000000, Approved
1203,1204,0, Graduate, No,4100000,10700000,8,855,11500000,700000,11200000,3100000, Approved
4031,4032,5, Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000, Approved
821,822,0, Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000, Approved
1530,1531,0, Graduate, Yes,8800000,23600000,8,712,400000,11300000,19300000,11100000, Approved
2308,2309,0, Graduate, No,2700000,7400000,10,778,6800000,800000,5600000,2800000, Approved
2332,2333,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000, Approved
1566,1567,5, Not Graduate, No,3700000,11700000,4,413,8400000,5500000,12000000,2700000, Approved
4219,4220,4, Graduate, Yes,5600000,16500000,20,692,14500000,7800000,18000000,7400000, Approved
3250,3251,2, Not Graduate, No,7500000,22400000,14,695,8100000,3900000,15300000,9400000, Approved
3580,3581,3, Graduate, Yes,3100000,11200000,14,772,3400000,5800000,8300000,2100000, Approved
4232,4233,1, Graduate, Yes,200000,500000,20,713,0,200000,500000,100000, Approved
1106,1107,3, Graduate, Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000, Approved
2405,2406,3, Not Graduate, No,2600000,8100000,2,421,4200000,3100000,6200000,2500000, Approved
1228,1229,4, Graduate, Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000, Approved
2442,2443,5, Graduate, No,7100000,27000000,20,592,5100000,9600000,20200000,7600000, Approved
1085,1086,5, Not Graduate, Yes,9600000,29600000,4,446,22900000,3500000,36600000,13200000, Approved
1766,1767,2, Not Graduate, No,7500000,29100000,20,815,12400000,9500000,25300000,9100000, Approved
984,985,1, Not Graduate, Yes,300000,1200000,4,355,700000,300000,800000,200000, Approved
3537,3538,2, Graduate, Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000, Approved
1816,1817,5, Not Graduate, Yes,8000000,22500000,20,784,7600000,7300000,26000000,10800000, Approved
539,540,3, Not Graduate, Yes,3400000,13200000,8,783,6500000,300000,13000000,4900000, Approved
4253,4254,5, Graduate, Yes,7000000,26200000,12,896,13100000,6600000,23600000,5700000, Approved
2537,2538,5, Not Graduate, Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000, Approved
3332,3333,5, Graduate, No,4400000,15300000,4,401,200000,5400000,17500000,2400000, Approved
29,30,3, Not Graduate, Yes,9000000,31500000,10,850,21800000,12400000,33700000,8000000, Approved
1721,1722,3, Not Graduate, Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000, Approved
92,93,4, Graduate, No,3800000,8900000,4,844,9100000,3500000,13100000,4700000, Approved
2650,2651,4, Not Graduate, No,4500000,17300000,18,830,200000,4200000,12000000,2500000, Approved
4014,4015,0, Not Graduate, No,4600000,14400000,14,642,10100000,8700000,11100000,4800000, Approved
3609,3610,0, Not Graduate, No,1100000,4100000,18,887,400000,1300000,2600000,1300000, Approved
2069,2070,4, Graduate, Yes,6500000,20200000,12,653,18600000,1400000,23800000,6400000, Approved
34,35,3, Graduate, No,4900000,11900000,8,612,9700000,1200000,19000000,5800000, Approved
3183,3184,2, Not Graduate, Yes,2900000,8300000,10,693,7500000,1900000,9700000,4300000, Approved
2491,2492,3, Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000, Approved
3713,3714,4, Not Graduate, No,8600000,26700000,10,895,2200000,8800000,22600000,6900000, Approved
2356,2357,0, Not Graduate, No,9800000,29400000,20,618,1200000,14600000,33800000,8300000, Approved
2759,2760,4, Graduate, Yes,7600000,16200000,20,657,1900000,9300000,28500000,5500000, Approved
3891,3892,3, Not Graduate, Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000, Approved
321,322,4, Not Graduate, Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000, Approved
3251,3252,4, Graduate, No,1200000,3300000,2,564,2200000,500000,4700000,1100000, Approved
748,749,4, Graduate, No,2700000,10200000,4,528,7800000,2200000,10000000,1600000, Approved
872,873,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000, Approved
4087,4088,0, Not Graduate, No,6900000,19500000,20,686,2300000,8700000,16400000,6200000, Approved
3629,3630,2, Graduate, No,5400000,20600000,18,621,11200000,2200000,11600000,5500000, Approved
342,343,4, Graduate, No,8000000,30100000,4,431,11900000,13800000,18800000,11500000, Approved
2126,2127,4, Graduate, No,5600000,20300000,20,596,5100000,10900000,12700000,7900000, Approved
861,862,1, Not Graduate, No,7600000,24600000,12,810,1300000,10500000,30300000,5200000, Approved
3212,3213,2, Graduate, No,5100000,16500000,12,845,12100000,9000000,11400000,5700000, Approved
2031,2032,5, Graduate, Yes,4400000,10600000,20,806,9700000,3600000,10800000,2500000, Approved
2925,2926,2, Not Graduate, Yes,6300000,18100000,6,671,7900000,8200000,13200000,5400000, Approved
2701,2702,5, Not Graduate, No,6300000,20100000,12,774,15600000,11800000,16200000,5800000, Approved
465,466,5, Not Graduate, Yes,5500000,17300000,16,874,1000000,2900000,13700000,7900000, Approved
3145,3146,1, Not Graduate, Yes,8900000,22900000,4,757,8200000,11600000,17800000,7800000, Approved
2471,2472,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000, Approved
3428,3429,1, Graduate, Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000, Approved
1320,1321,1, Not Graduate, No,4900000,14800000,12,895,8600000,8200000,18300000,5200000, Approved
1412,1413,4, Graduate, Yes,6900000,21400000,10,577,12500000,2200000,14900000,6300000, Approved
2907,2908,5, Not Graduate, No,7700000,20300000,12,806,21300000,13300000,18900000,9600000, Approved
999,1000,0, Graduate, No,2800000,5600000,8,842,0,1300000,6100000,1900000, Approved
0,1,2, Graduate, No,9600000,29900000,12,778,2400000,17600000,22700000,8000000, Approved
1024,1025,3, Graduate, No,8700000,30500000,2,443,11800000,1800000,24600000,8100000, Approved
315,316,4, Graduate, No,4400000,14600000,4,499,1300000,6500000,16100000,5700000, Approved
688,689,4, Graduate, Yes,8800000,20900000,18,766,13500000,15400000,34500000,13100000, Approved
320,321,4, Graduate, Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000, Approved
249,250,1, Not Graduate, Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000, Approved
1922,1923,5, Not Graduate, Yes,5300000,13700000,18,708,7600000,900000,19200000,5900000, Approved
2335,2336,5, Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000, Approved
2735,2736,0, Not Graduate, Yes,1200000,2800000,14,892,3200000,100000,3300000,1700000, Approved
696,697,2, Not Graduate, Yes,1100000,2200000,4,874,1900000,1300000,2100000,900000, Approved
1692,1693,3, Graduate, No,300000,700000,20,735,900000,200000,900000,400000, Approved
113,114,5, Not Graduate, Yes,7300000,22100000,18,879,19500000,10600000,19300000,9800000, Approved
3795,3796,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000, Approved
158,159,5, Graduate, Yes,700000,1300000,20,704,1600000,0,2200000,600000, Approved
1068,1069,1, Not Graduate, Yes,200000,400000,6,768,300000,100000,600000,0, Approved
2819,2820,0, Not Graduate, Yes,7600000,27600000,2,437,10000000,11200000,27600000,6800000, Approved
3929,3930,0, Not Graduate, Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000, Approved
2513,2514,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000, Approved
2967,2968,4, Graduate, No,3900000,12600000,8,553,8200000,2500000,12300000,4500000, Approved
2901,2902,0, Not Graduate, Yes,4000000,10300000,4,819,11100000,1200000,15200000,2600000, Approved
1163,1164,2, Graduate, No,4500000,9100000,18,593,-100000,600000,12400000,2500000, Approved
1462,1463,4, Not Graduate, No,1600000,3200000,16,657,200000,100000,5700000,1200000, Approved
2582,2583,0, Graduate, No,6800000,21700000,20,730,17500000,1300000,18600000,3600000, Approved
2678,2679,2, Graduate, Yes,4200000,15700000,2,332,7000000,700000,13300000,3000000, Approved
216,217,2, Graduate, No,2600000,7800000,4,819,3100000,4300000,5700000,1500000, Approved
275,276,1, Not Graduate, No,7000000,23000000,10,886,14000000,3700000,26700000,3600000, Approved
3184,3185,2, Not Graduate, No,6400000,23900000,18,745,14800000,4000000,16300000,7000000, Approved
3968,3969,4, Not Graduate, No,7700000,24500000,20,582,9800000,6600000,29100000,6500000, Approved
1341,1342,2, Graduate, Yes,8300000,27900000,18,840,12600000,3500000,19100000,9200000, Approved
971,972,5, Graduate, Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000, Approved
2504,2505,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000, Approved
2304,2305,1, Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000, Approved
4023,4024,0, Not Graduate, No,3800000,13300000,6,655,9600000,0,8600000,2600000, Approved
3680,3681,5, Not Graduate, No,2700000,5600000,2,815,1100000,2000000,7100000,2600000, Approved
1967,1968,3, Not Graduate, Yes,6000000,18700000,18,783,2800000,8500000,20300000,8800000, Approved
